crop,season,district,year,selling_price_range,selling_location,industry_name
moong,kharif,nagarkurnool,2020,3690–4806 ₹/quintal,local market,mandi connect ltd
onion,zaid,nizamabad,2021,1196–2310 ₹/quintal,local market,bharat agro mills
sunflower,zaid,warangal urban,2024,2020–3050 ₹/quintal,industry buyer,deccan agri trading
barley,rabi,mancherial,2022,2690–4096 ₹/quintal,nearest mandi,rural farmers hub
pulses,kharif,rajanna sircilla,2022,2311–3662 ₹/quintal,industry buyer,green harvest corp
mango,kharif,medak,2021,2707–3402 ₹/quintal,industry buyer,rural farmers hub
plum,rabi,medchal–malkajgiri,2021,2711–3457 ₹/quintal,nearest mandi,telangana agri exports
potato,rabi,jagtial,2023,1024–2418 ₹/quintal,nearest mandi,mandi connect ltd
cauliflower,rabi,jagtial,2024,3138–3626 ₹/quintal,local market,telangana agri exports
bitter gourd,kharif,mancherial,2020,3802–5016 ₹/quintal,industry buyer,rural farmers hub
tomato,kharif,nizamabad,2020,1050–2348 ₹/quintal,nearest mandi,agro industries ltd
tea,kharif,rajanna sircilla,2021,3554–4369 ₹/quintal,local market,mandi connect ltd
tomato,kharif,suryapet,2021,1095–2399 ₹/quintal,local market,green harvest corp
ragi,kharif,mancherial,2020,2772–3296 ₹/quintal,local market,green harvest corp
hemp,kharif,vikarabad,2024,5395–6304 ₹/quintal,nearest mandi,deccan agri trading
rice,rabi,vikarabad,2022,2421–2995 ₹/quintal,local market,krishi produce ltd
pumpkin,kharif,mancherial,2020,2316–3343 ₹/quintal,industry buyer,rural farmers hub
soybean,kharif,nizamabad,2022,3399–3608 ₹/quintal,local market,krishi produce ltd
spices,zaid,mahabubnagar,2023,3164–3606 ₹/quintal,local market,mandi connect ltd
tea,kharif,siddipet,2021,3513–4525 ₹/quintal,nearest mandi,mandi connect ltd
urad,kharif,adilabad,2020,3250–3986 ₹/quintal,industry buyer,rural farmers hub
sesame,kharif,hyderabad,2024,4381–4694 ₹/quintal,local market,bharat agro mills
bottle gourd,kharif,hyderabad,2020,2715–3766 ₹/quintal,industry buyer,bharat agro mills
apple,rabi,nalgonda,2021,3655–3878 ₹/quintal,industry buyer,green harvest corp
mango,kharif,mahabubnagar,2020,4045–4998 ₹/quintal,industry buyer,agro industries ltd
rice,rabi,rangareddy,2021,2115–3015 ₹/quintal,industry buyer,deccan agri trading
okra,kharif,yadadri bhuvanagiri,2023,3273–4286 ₹/quintal,local market,telangana agri exports
saffron,rabi,yadadri bhuvanagiri,2020,4091–4675 ₹/quintal,local market,bharat agro mills
ragi,kharif,adilabad,2023,2342–2579 ₹/quintal,local market,mandi connect ltd
plum,rabi,vikarabad,2024,2473–2976 ₹/quintal,local market,agro industries ltd
bottle gourd,kharif,sangareddy,2020,2879–3228 ₹/quintal,industry buyer,green harvest corp
carrot,rabi,nalgonda,2020,3258–4589 ₹/quintal,industry buyer,krishi produce ltd
jowar,rabi,warangal rural,2021,3098–3520 ₹/quintal,local market,green harvest corp
cumin,rabi,jogulamba gadwal,2022,3554–4201 ₹/quintal,nearest mandi,rural farmers hub
ginger,kharif,mahabubabad,2020,2732–3914 ₹/quintal,nearest mandi,bharat agro mills
cardamom,kharif,jayashankar bhupalpally,2024,2829–3720 ₹/quintal,local market,agro industries ltd
lentil,rabi,warangal urban,2024,2786–4179 ₹/quintal,nearest mandi,rural farmers hub
lemon,kharif,nirmal,2022,3221–4181 ₹/quintal,industry buyer,mandi connect ltd
tea,kharif,peddapalli,2022,2937–3322 ₹/quintal,nearest mandi,mandi connect ltd
wheat,rabi,medak,2021,2316–3509 ₹/quintal,industry buyer,telangana agri exports
groundnut,kharif,bhadradri kothagudem,2022,4361–4571 ₹/quintal,industry buyer,rural farmers hub
watermelon,zaid,jayashankar bhupalpally,2020,4889–6009 ₹/quintal,nearest mandi,mandi connect ltd
carrot,rabi,nirmal,2023,2563–3051 ₹/quintal,nearest mandi,mandi connect ltd
lemon,kharif,adilabad,2023,3185–3909 ₹/quintal,local market,bharat agro mills
bottle gourd,kharif,nagarkurnool,2020,4174–4482 ₹/quintal,nearest mandi,deccan agri trading
peach,rabi,jangaon,2020,3826–4376 ₹/quintal,nearest mandi,agro industries ltd
beetroot,rabi,medchal–malkajgiri,2021,2622–3556 ₹/quintal,nearest mandi,mandi connect ltd
urad,kharif,mancherial,2022,3387–4454 ₹/quintal,nearest mandi,mandi connect ltd
sugarcane,kharif,mahabubabad,2023,2861–4061 ₹/quintal,industry buyer,krishi produce ltd
tomato,kharif,mulugu,2021,1032–1679 ₹/quintal,nearest mandi,mandi connect ltd
peach,rabi,wanaparthy,2024,2817–4018 ₹/quintal,industry buyer,mandi connect ltd
rubber,kharif,jogulamba gadwal,2022,4538–5932 ₹/quintal,local market,agro industries ltd
bottle gourd,kharif,nizamabad,2023,3167–4398 ₹/quintal,industry buyer,telangana agri exports
beetroot,rabi,mahabubabad,2020,3384–4441 ₹/quintal,local market,rural farmers hub
apple,rabi,mulugu,2022,2874–4251 ₹/quintal,industry buyer,rural farmers hub
mustard,rabi,vikarabad,2023,2907–4275 ₹/quintal,local market,bharat agro mills
maize,kharif,rangareddy,2023,1979–3311 ₹/quintal,industry buyer,agro industries ltd
sugarcane,kharif,mahabubabad,2022,3275–4610 ₹/quintal,nearest mandi,agro industries ltd
brinjal,kharif,karimnagar,2020,4720–5747 ₹/quintal,local market,telangana agri exports
clove,kharif,rangareddy,2021,3718–4334 ₹/quintal,industry buyer,rural farmers hub
banana,rabi,mancherial,2020,4020–5431 ₹/quintal,local market,bharat agro mills
saffron,rabi,jagtial,2023,3401–3814 ₹/quintal,nearest mandi,krishi produce ltd
cauliflower,rabi,medak,2024,3487–4140 ₹/quintal,industry buyer,deccan agri trading
jowar,rabi,sangareddy,2023,4313–5340 ₹/quintal,nearest mandi,rural farmers hub
millets,kharif,mahabubnagar,2020,4396–4997 ₹/quintal,nearest mandi,bharat agro mills
ginger,kharif,sangareddy,2020,2061–3471 ₹/quintal,nearest mandi,krishi produce ltd
maize,rabi,jagtial,2024,1971–3422 ₹/quintal,nearest mandi,agro industries ltd
turmeric,kharif,suryapet,2022,7118–8022 ₹/quintal,industry buyer,krishi produce ltd
cumin,rabi,hyderabad,2022,2884–3789 ₹/quintal,industry buyer,rural farmers hub
pumpkin,zaid,kumuram bheem asifabad,2022,5323–6762 ₹/quintal,local market,telangana agri exports
soybean,kharif,siddipet,2022,4348–5732 ₹/quintal,local market,bharat agro mills
bitter gourd,kharif,medchal–malkajgiri,2023,4209–5135 ₹/quintal,industry buyer,bharat agro mills
cabbage,rabi,medak,2023,3851–4703 ₹/quintal,industry buyer,krishi produce ltd
brinjal,kharif,hyderabad,2020,3451–4586 ₹/quintal,industry buyer,telangana agri exports
turmeric,kharif,mulugu,2021,9452–10144 ₹/quintal,industry buyer,agro industries ltd
mustard,rabi,mahabubnagar,2023,2841–3789 ₹/quintal,industry buyer,green harvest corp
garlic,rabi,kamareddy,2021,3145–4562 ₹/quintal,industry buyer,agro industries ltd
carrot,rabi,mahabubnagar,2020,3224–3962 ₹/quintal,industry buyer,telangana agri exports
coriander,rabi,karimnagar,2024,3276–4018 ₹/quintal,local market,agro industries ltd
lentil,rabi,nagarkurnool,2022,2518–3091 ₹/quintal,industry buyer,telangana agri exports
cardamom,kharif,jayashankar bhupalpally,2020,4474–5181 ₹/quintal,industry buyer,mandi connect ltd
potato,rabi,rangareddy,2024,1339–2496 ₹/quintal,nearest mandi,mandi connect ltd
maize,kharif,hyderabad,2024,1942–2935 ₹/quintal,industry buyer,deccan agri trading
sunflower,zaid,adilabad,2023,3380–4612 ₹/quintal,industry buyer,agro industries ltd
cauliflower,rabi,vikarabad,2020,2303–2960 ₹/quintal,industry buyer,deccan agri trading
soybean,kharif,nagarkurnool,2021,4009–4426 ₹/quintal,industry buyer,bharat agro mills
maize,kharif,bhadradri kothagudem,2022,1907–2599 ₹/quintal,industry buyer,mandi connect ltd
cotton,kharif,warangal rural,2024,6382–6852 ₹/quintal,nearest mandi,agro industries ltd
millets,kharif,mancherial,2021,2417–3658 ₹/quintal,nearest mandi,telangana agri exports
okra,kharif,mahabubabad,2020,3875–4695 ₹/quintal,nearest mandi,green harvest corp
arhar,kharif,kamareddy,2024,4142–4912 ₹/quintal,local market,krishi produce ltd
lentil,rabi,hyderabad,2022,2620–3365 ₹/quintal,industry buyer,krishi produce ltd
millets,kharif,nalgonda,2020,2076–2379 ₹/quintal,nearest mandi,agro industries ltd
jute,kharif,khammam,2024,2952–3283 ₹/quintal,industry buyer,telangana agri exports
turmeric,kharif,warangal rural,2024,6730–7848 ₹/quintal,local market,green harvest corp
garlic,rabi,rajanna sircilla,2024,3196–4141 ₹/quintal,nearest mandi,krishi produce ltd
jute,kharif,warangal urban,2023,4199–5355 ₹/quintal,industry buyer,mandi connect ltd
rubber,kharif,nirmal,2023,3849–5198 ₹/quintal,industry buyer,mandi connect ltd
brinjal,kharif,nagarkurnool,2022,3263–3480 ₹/quintal,industry buyer,bharat agro mills
saffron,rabi,sangareddy,2020,3262–3548 ₹/quintal,local market,deccan agri trading
sesame,kharif,wanaparthy,2020,4048–5428 ₹/quintal,nearest mandi,rural farmers hub
cauliflower,rabi,bhadradri kothagudem,2024,3202–3668 ₹/quintal,local market,rural farmers hub
lemon,kharif,peddapalli,2022,3007–4409 ₹/quintal,industry buyer,telangana agri exports
beetroot,rabi,warangal urban,2022,4525–4773 ₹/quintal,local market,deccan agri trading
groundnut,kharif,medak,2021,4815–6057 ₹/quintal,local market,mandi connect ltd
millets,kharif,vikarabad,2020,4625–5080 ₹/quintal,nearest mandi,krishi produce ltd
peach,rabi,khammam,2024,3269–4286 ₹/quintal,industry buyer,krishi produce ltd
peach,rabi,kamareddy,2021,3646–5083 ₹/quintal,nearest mandi,green harvest corp
cardamom,kharif,nirmal,2022,3163–4648 ₹/quintal,local market,bharat agro mills
ridge gourd,kharif,nalgonda,2022,4263–5391 ₹/quintal,nearest mandi,bharat agro mills
coffee,kharif,karimnagar,2022,3305–4308 ₹/quintal,nearest mandi,green harvest corp
barley,rabi,rangareddy,2024,2916–3541 ₹/quintal,nearest mandi,mandi connect ltd
cinnamon,kharif,khammam,2020,3405–4034 ₹/quintal,local market,krishi produce ltd
brinjal,rabi,jangaon,2020,3241–4031 ₹/quintal,local market,bharat agro mills
barley,rabi,adilabad,2024,3124–4467 ₹/quintal,industry buyer,deccan agri trading
potato,rabi,nizamabad,2024,1299–2168 ₹/quintal,local market,mandi connect ltd
papaya,kharif,jayashankar bhupalpally,2020,2980–3747 ₹/quintal,local market,krishi produce ltd
jute,kharif,rajanna sircilla,2023,2454–3215 ₹/quintal,industry buyer,green harvest corp
pumpkin,kharif,adilabad,2020,4440–5687 ₹/quintal,local market,mandi connect ltd
mango,kharif,vikarabad,2020,2937–4315 ₹/quintal,local market,agro industries ltd
tea,kharif,warangal urban,2023,3634–4371 ₹/quintal,industry buyer,green harvest corp
moong,kharif,medak,2024,3643–4441 ₹/quintal,industry buyer,bharat agro mills
lentil,rabi,vikarabad,2023,3954–5137 ₹/quintal,nearest mandi,rural farmers hub
peach,rabi,peddapalli,2024,3001–4032 ₹/quintal,industry buyer,deccan agri trading
garlic,rabi,peddapalli,2024,2611–3167 ₹/quintal,nearest mandi,telangana agri exports
ginger,kharif,bhadradri kothagudem,2020,3302–4216 ₹/quintal,industry buyer,green harvest corp
sesame,kharif,sangareddy,2023,2666–3115 ₹/quintal,nearest mandi,green harvest corp
lychee,kharif,adilabad,2020,4259–4471 ₹/quintal,industry buyer,agro industries ltd
lychee,kharif,peddapalli,2024,3174–4540 ₹/quintal,industry buyer,rural farmers hub
onion,zaid,mulugu,2022,2245–3140 ₹/quintal,industry buyer,deccan agri trading
mango,kharif,sangareddy,2021,4060–4627 ₹/quintal,nearest mandi,rural farmers hub
onion,zaid,mulugu,2022,1855–3175 ₹/quintal,nearest mandi,krishi produce ltd
bitter gourd,kharif,jogulamba gadwal,2022,5107–6290 ₹/quintal,nearest mandi,agro industries ltd
potato,rabi,mahabubnagar,2022,1090–1901 ₹/quintal,industry buyer,bharat agro mills
cinnamon,kharif,rajanna sircilla,2020,2962–3479 ₹/quintal,local market,krishi produce ltd
cabbage,rabi,medchal–malkajgiri,2020,3382–3856 ₹/quintal,local market,agro industries ltd
spices,zaid,vikarabad,2022,3297–3663 ₹/quintal,local market,agro industries ltd
okra,kharif,khammam,2020,2211–3089 ₹/quintal,local market,deccan agri trading
cotton,kharif,khammam,2024,5128–6375 ₹/quintal,local market,green harvest corp
bitter gourd,kharif,nizamabad,2024,2473–3036 ₹/quintal,industry buyer,krishi produce ltd
coriander,rabi,yadadri bhuvanagiri,2020,2049–2359 ₹/quintal,industry buyer,green harvest corp
apple,rabi,warangal urban,2021,3233–4332 ₹/quintal,nearest mandi,green harvest corp
tomato,rabi,siddipet,2021,1075–1661 ₹/quintal,local market,telangana agri exports
orange,kharif,nagarkurnool,2021,3365–4280 ₹/quintal,industry buyer,green harvest corp
cardamom,kharif,rajanna sircilla,2020,4061–5396 ₹/quintal,nearest mandi,mandi connect ltd
maize,kharif,jogulamba gadwal,2024,2001–2890 ₹/quintal,industry buyer,mandi connect ltd
cinnamon,kharif,wanaparthy,2024,2989–3992 ₹/quintal,nearest mandi,krishi produce ltd
millets,kharif,mancherial,2022,3767–4214 ₹/quintal,industry buyer,krishi produce ltd
mustard,rabi,jogulamba gadwal,2021,2272–3092 ₹/quintal,industry buyer,rural farmers hub
rubber,kharif,medak,2024,3361–4156 ₹/quintal,nearest mandi,krishi produce ltd
cinnamon,kharif,nalgonda,2023,3948–5245 ₹/quintal,nearest mandi,agro industries ltd
ginger,kharif,jogulamba gadwal,2024,4598–5984 ₹/quintal,local market,bharat agro mills
carrot,rabi,mulugu,2021,2835–3153 ₹/quintal,industry buyer,rural farmers hub
tomato,rabi,nirmal,2023,1621–2062 ₹/quintal,local market,green harvest corp
watermelon,zaid,hyderabad,2022,2898–3572 ₹/quintal,industry buyer,rural farmers hub
mango,kharif,jayashankar bhupalpally,2020,2736–3821 ₹/quintal,nearest mandi,green harvest corp
mustard,rabi,jayashankar bhupalpally,2020,5444–6757 ₹/quintal,local market,krishi produce ltd
papaya,rabi,mahabubnagar,2023,2658–3193 ₹/quintal,nearest mandi,telangana agri exports
sesame,kharif,warangal rural,2020,5083–6191 ₹/quintal,nearest mandi,green harvest corp
pomegranate,kharif,jayashankar bhupalpally,2023,2853–3078 ₹/quintal,industry buyer,rural farmers hub
ragi,kharif,siddipet,2022,2375–3538 ₹/quintal,industry buyer,krishi produce ltd
ragi,kharif,mahabubabad,2020,2798–3993 ₹/quintal,local market,rural farmers hub
guava,kharif,khammam,2021,3902–4639 ₹/quintal,local market,mandi connect ltd
coriander,rabi,jayashankar bhupalpally,2022,3517–4105 ₹/quintal,industry buyer,mandi connect ltd
soybean,kharif,wanaparthy,2022,3857–5318 ₹/quintal,local market,green harvest corp
guava,rabi,adilabad,2020,4559–5575 ₹/quintal,local market,green harvest corp
potato,rabi,medak,2023,1175–2074 ₹/quintal,industry buyer,rural farmers hub
papaya,rabi,mulugu,2021,2865–3792 ₹/quintal,nearest mandi,rural farmers hub
arhar,kharif,mancherial,2024,4618–5032 ₹/quintal,nearest mandi,mandi connect ltd
urad,kharif,rangareddy,2021,3751–4287 ₹/quintal,nearest mandi,bharat agro mills
cumin,rabi,mancherial,2020,3546–3965 ₹/quintal,local market,deccan agri trading
tea,kharif,kumuram bheem asifabad,2021,2757–3899 ₹/quintal,nearest mandi,green harvest corp
hemp,kharif,nirmal,2023,3237–4648 ₹/quintal,local market,telangana agri exports
ridge gourd,kharif,jogulamba gadwal,2021,3912–4607 ₹/quintal,local market,deccan agri trading
barley,rabi,rangareddy,2022,2855–4062 ₹/quintal,local market,rural farmers hub
pulses,rabi,yadadri bhuvanagiri,2023,4255–5525 ₹/quintal,local market,bharat agro mills
spices,zaid,medak,2020,3915–4468 ₹/quintal,industry buyer,mandi connect ltd
plum,rabi,rajanna sircilla,2022,2274–3512 ₹/quintal,industry buyer,deccan agri trading
millets,kharif,nagarkurnool,2022,3543–4557 ₹/quintal,local market,rural farmers hub
pulses,kharif,peddapalli,2024,4363–4774 ₹/quintal,nearest mandi,green harvest corp
potato,rabi,vikarabad,2021,1125–2478 ₹/quintal,nearest mandi,krishi produce ltd
cumin,rabi,vikarabad,2024,4161–4633 ₹/quintal,nearest mandi,krishi produce ltd
potato,rabi,mulugu,2023,1396–2820 ₹/quintal,nearest mandi,rural farmers hub
cucumber,zaid,nalgonda,2024,2228–3321 ₹/quintal,nearest mandi,green harvest corp
lemon,kharif,bhadradri kothagudem,2021,2404–3048 ₹/quintal,local market,deccan agri trading
soybean,kharif,kumuram bheem asifabad,2020,3890–4381 ₹/quintal,local market,agro industries ltd
orange,kharif,nirmal,2021,3295–4637 ₹/quintal,industry buyer,rural farmers hub
moong,kharif,nagarkurnool,2020,2605–4026 ₹/quintal,industry buyer,green harvest corp
sunflower,zaid,hyderabad,2023,2580–3462 ₹/quintal,nearest mandi,rural farmers hub
potato,rabi,adilabad,2020,862–1126 ₹/quintal,local market,bharat agro mills
papaya,kharif,nirmal,2022,4028–4774 ₹/quintal,nearest mandi,mandi connect ltd
brinjal,rabi,kumuram bheem asifabad,2020,2934–3939 ₹/quintal,nearest mandi,telangana agri exports
rubber,kharif,karimnagar,2023,2682–3493 ₹/quintal,nearest mandi,agro industries ltd
watermelon,zaid,vikarabad,2022,4793–5676 ₹/quintal,industry buyer,green harvest corp
turmeric,kharif,peddapalli,2023,7689–8962 ₹/quintal,industry buyer,krishi produce ltd
peach,rabi,yadadri bhuvanagiri,2021,3556–4732 ₹/quintal,nearest mandi,mandi connect ltd
saffron,rabi,karimnagar,2020,3201–3936 ₹/quintal,nearest mandi,agro industries ltd
maize,kharif,rajanna sircilla,2021,2049–2335 ₹/quintal,industry buyer,rural farmers hub
muskmelon,zaid,mancherial,2021,2899–3319 ₹/quintal,industry buyer,green harvest corp
jute,kharif,nizamabad,2022,4683–5669 ₹/quintal,local market,bharat agro mills
muskmelon,zaid,yadadri bhuvanagiri,2024,3018–3668 ₹/quintal,nearest mandi,bharat agro mills
chilli,rabi,medak,2020,6934–7447 ₹/quintal,local market,rural farmers hub
onion,rabi,nagarkurnool,2023,2468–3828 ₹/quintal,local market,bharat agro mills
pomegranate,kharif,medak,2024,2310–3001 ₹/quintal,local market,agro industries ltd
saffron,rabi,adilabad,2023,4768–5185 ₹/quintal,industry buyer,deccan agri trading
